ENSEMBL	ENTREZID	SYMBOL	GENENAME	H1	H2	H3	W1	W2	W3
ENSMUSG00000038539	107503	Atf5	activating transcription factor 5	6124.05129985383	7864.96137335118	5820.38591734525	6723.27737790445	6624.16146799856	7171.20499925571
ENSMUSG00000038540	233424	Tmc3	transmembrane channel-like gene family 3	5.57830693777485	1.29294120883629	5.6065365930118	4.61209218172145	1.23331995308109	3.52844174338502
ENSMUSG00000038542	234069	Pcid2	PCI domain containing 2	483.453267940487	440.892952213176	482.963080798017	436.995734218108	432.895303531464	494.687532422579
ENSMUSG00000038543	229600	BC028528	cDNA sequence BC028528	92.0420644732851	68.5258840683236	78.4915123021652	87.6297514527076	144.298434510488	88.2110435846254
ENSMUSG00000038544	66209	Inip	INTS3 and NABP interacting protein	234.288891386544	201.698828578462	253.896014283534	205.238102086605	225.69755141384	199.709802675592
ENSMUSG00000038545	66515	Cul7	cullin 7	772.595510881817	746.027077498542	699.215206528472	719.486380348547	699.29241339698	692.28027005214
ENSMUSG00000038546	56705	Ranbp9	RAN binding protein 9	2627.38256769196	2442.36594349176	2431.63501376912	2895.24086707564	2712.07057682533	2898.26204801645
ENSMUSG00000038550	229599	Ciart	circadian associated repressor of transcription	17.664638636287	24.5658829678896	26.4308153670556	20.7544148177465	16.0331593900542	87.5053552359484
ENSMUSG00000038552	64339	Fndc4	fibronectin type III domain containing 4	57.6425050236735	72.4047076948325	76.8896447041618	55.3451061806574	39.466238498595	45.8697426640052
ENSMUSG00000038555	225362	Reep2	receptor accessory protein 2	13.9457673444371	24.5658829678896	22.4261463720472	23.0604609086073	18.4997992962164	13.4080786248631
ENSMUSG00000038560	83395	Sp6	trans-acting transcription factor 6	10.2268960525872	7.75764725301777	4.80560279401011	21.9074378631769	9.86655962464875	2.11706504603101
ENSMUSG00000038563	101592	Efl1	elongation factor like GTPase 1	460.210322366426	490.024718148956	512.597631361079	589.194776214916	430.428663625302	458.697426640052
ENSMUSG00000038564	67661	Ift172	intraflagellar transport 172	1577.73114556732	1967.85651984884	1522.5751519022	1631.52760928396	1455.31754463569	1660.48468443699
ENSMUSG00000038569	231724	Rad9b	RAD9 checkpoint clamp component B	45.5561733251613	67.2329428594873	36.8429547540776	77.2525440438343	48.0994781701627	63.5119513809303
ENSMUSG00000038570	330577	Saxo2	stabilizer of axonemal microtubules 2	18.5943564592495	16.8082357148718	16.0186759800337	21.9074378631769	19.7331192492975	21.8763388089871
ENSMUSG00000038576	96935	Susd4	sushi domain containing 4	13.0160495214747	6.46470604418147	4.00466899500843	3.45906913629109	2.46663990616219	4.23413009206202
ENSMUSG00000038578	634731	Susd1	sushi domain containing 1	5.57830693777485	10.3435296706904	2.40280139700506	2.30604609086073	13.566519483892	7.05688348677003
ENSMUSG00000038582	320717	Pptc7	PTC7 protein phosphatase homolog	7237.85325176287	9369.94494043663	7853.15589921153	7757.53904965548	10079.9239765318	8715.95679450967
ENSMUSG00000038583	18821	Pln	phospholamban	116.214727870309	131.880003301302	108.926996664229	134.903696315353	147.998394369731	224.408894879287
ENSMUSG00000038587	83397	Akap12	A kinase (PRKA) anchor protein (gravin) 12	763.298332652193	821.017667611047	944.300949022988	606.490121896371	728.892092270927	728.976064183345
ENSMUSG00000038591	239447	Colec10	collectin sub-family member 10	2.78915346888743	2.58588241767259	16.8196097790354	0	2.46663990616219	0.705688348677003
ENSMUSG00000038593	654470	Tctn1	tectonic family member 1	153.403440788809	174.5470631929	145.769951418307	136.056719360783	154.164994135137	169.365203682481
ENSMUSG00000038594	100038725	Cep85l	centrosomal protein 85-like	3066.20938013025	1873.47181160379	2530.14987104633	2902.15900534822	2185.4429568597	3546.78964045062
ENSMUSG00000038600	140494	Atp6v0a4	ATPase, H+ transporting, lysosomal V0 subunit A4	54.8533515547861	84.0411785743592	90.5055192871905	21.9074378631769	46.8661582170816	47.9868077100362
ENSMUSG00000038602	215085	Slc35f1	solute carrier family 35, member F1	77.1665793058855	41.3741186827614	68.0793729151433	70.3344057712522	86.3323967156766	69.1574581703463
ENSMUSG00000038604	75687	Ripor1	RHO family interacting cell polarization regulator 1	1397.3658879126	1802.36004511779	1476.12099156011	1388.23974669816	1509.58362257126	1553.22005543808
ENSMUSG00000038605	229011	Samd10	sterile alpha motif domain containing 10	80.8854505977354	60.7682368153058	52.0606969351096	55.3451061806574	55.4993978886492	55.0436911968063
ENSMUSG00000038608	210293	Dock10	dedicator of cytokinesis 10	186.873282415458	201.698828578462	238.678272102502	116.455327588467	225.69755141384	180.656217261313
ENSMUSG00000038611	101471	Phrf1	PHD and ring finger domains 1	921.350362555814	1065.38355608111	881.027178901854	820.952408346419	916.356725139253	955.502024108663
ENSMUSG00000038612	17210	Mcl1	myeloid cell leukemia sequence 1	10656.4256867959	10656.4214432287	11256.3236111697	11321.5332830807	11049.3134596535	11417.3317932452
ENSMUSG00000038615	18023	Nfe2l1	nuclear factor, erythroid derived 2,-like 1	43511.7238324668	48080.6047329953	41231.2710388078	41544.5733499014	47565.4506304786	45890.9133144655
ENSMUSG00000038618	66985	Rassf7	Ras association (RalGDS/AF-6) domain family (N-terminal) member 7	11.1566138755497	7.75764725301777	3.20373519600674	9.22418436344291	4.93327981232438	9.17394853280105
ENSMUSG00000038619	56205	Ensa	endosulfine alpha	7043.54222676372	6903.01311397698	6955.30911053064	7433.53957388955	7309.88736191165	7291.87770687948
ENSMUSG00000038622	69790	Med30	mediator complex subunit 30	294.720549879105	268.931771437949	260.303484675548	269.807392630705	275.030349537084	303.445989931112
ENSMUSG00000038623	107769	Tm6sf1	transmembrane 6 superfamily member 1	975.273996287637	1020.13061377184	909.059861866913	955.856104661771	1055.72187983742	863.056850431975
ENSMUSG00000038624	66650	Nepn	nephrocan	86.4637575355103	72.4047076948325	100.116724875211	111.843235406745	104.832196011893	69.8631465190233
ENSMUSG00000038628	67005	Polr3k	polymerase (RNA) III (DNA directed) polypeptide K	660.099654303358	619.318839032585	576.672335281214	841.706823164165	783.158170206495	673.932372986538
ENSMUSG00000038633	13244	Degs1	delta(4)-desaturase, sphingolipid 1	1384.34983839113	1229.58708960332	1283.8968797997	1314.44627179061	1447.9176249172	1251.18544220433
ENSMUSG00000038637	70552	Lrrc56	leucine rich repeat containing 56	110.636420932535	107.314120333412	66.4775053171399	81.8646362255558	78.93247699719	105.147563952874
ENSMUSG00000038642	13040	Ctss	cathepsin S	196.170460645082	174.5470631929	248.289477690523	79.5585901346951	61.6659976540547	76.2143416571164
ENSMUSG00000038644	18971	Pold1	polymerase (DNA directed), delta 1, catalytic subunit	216.624252750257	310.305890120711	224.261463720472	196.013917723162	210.897711976867	276.629832681385
ENSMUSG00000038646	67148	Ramac	RNA guanine-7 methyltransferase activating subunit	133.879366506597	100.849414289231	152.17742181032	162.576249405681	127.031955167353	121.378395972445
ENSMUSG00000038648	208647	Creb3l2	cAMP responsive element binding protein 3-like 2	990.149481455037	952.897670912349	1112.49704681334	760.99520998404	852.224087579036	882.816124194931
ENSMUSG00000038650	107702	Rnh1	ribonuclease/angiogenin inhibitor 1	1424.32770477851	1569.63062752726	1432.87056641402	1474.71647510543	1330.7522293745	1456.54075166934
ENSMUSG00000038651	637277	Sycp2l	synaptonemal complex protein 2-like	0	0	8.81027178901854	3.45906913629109	7.39991971848657	4.23413009206202
ENSMUSG00000038658	226089	Ric1	RAB6A GEF complex partner 1	1425.25742260148	1530.84239126217	1750.84128461769	1669.57736978317	1683.48173595569	1373.97521487413
ENSMUSG00000038663	244091	Fsd2	fibronectin type III and SPRY domain containing 2	12538.1745604719	13199.6368010097	14029.1564233135	12949.6018232284	13782.3504756812	14162.4594695988
ENSMUSG00000038664	235439	Herc1	HECT and RLD domain containing E3 ubiquitin protein ligase family member 1	5380.27704148385	4489.09187707962	5242.91264826504	5481.47155797595	4998.64576983768	5452.85387022721
ENSMUSG00000038665	320127	Dgki	diacylglycerol kinase, iota	4.64858911481238	1.29294120883629	2.40280139700506	4.61209218172145	4.93327981232438	5.64550678941603
ENSMUSG00000038668	14745	Lpar1	lysophosphatidic acid receptor 1	534.587748203424	557.257661008443	707.224544518489	325.152498811362	432.895303531464	431.881269390326
ENSMUSG00000038670	233199	Mybpc2	myosin binding protein C, fast-type	2962.08098395845	10450.8437910238	6397.85918642547	14491.1936349688	11979.2367042767	9263.57095308302
ENSMUSG00000038671	76688	Arfrp1	ADP-ribosylation factor related protein 1	1019.90045178984	1011.08002530998	936.291611032971	980.069588615809	1071.75503922747	951.973582365278
ENSMUSG00000038677	268935	Scube3	signal peptide, CUB domain, EGF-like 3	32.5401238036867	37.4952950562525	32.0373519600674	35.7437144083413	44.3995183109194	36.6957941312042
ENSMUSG00000038679	83925	Trps1	transcriptional repressor GATA binding 1	523.431134327874	399.518833530415	507.792028567069	545.379900488562	591.993577478925	468.57706352153
ENSMUSG00000038683	68083	Pak1ip1	PAK1 interacting protein 1	1177.02276387049	1161.06120553499	1212.61377168855	1398.61695410703	1237.01991294034	1264.59352082919
ENSMUSG00000038685	269400	Rtel1	regulator of telomere elongation helicase 1	507.625931337512	387.882362650888	446.120126043939	394.333881537184	441.528543203032	433.29264608768
ENSMUSG00000038690	57423	Atp5j2	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit F2	6260.71981982931	7152.55076728238	4777.57011104506	6523.804391045	7123.6560489964	6062.56860348414
ENSMUSG00000038692	15412	Hoxb4	homeobox B4	37.188712918499	47.8388247269429	30.4354843620641	20.7544148177465	55.4993978886492	31.7559756904652
ENSMUSG00000038695	66124	Josd2	Josephin domain containing 2	1007.81412009132	1183.04120608521	946.703750419993	1008.89516475157	1044.62200025969	1115.69327925834
ENSMUSG00000038696	227743	Mapkap1	mitogen-activated protein kinase associated protein 1	1825.9658042983	1846.32004621823	1854.9626784879	1768.73735169018	1852.4465695278	1927.94056858557
ENSMUSG00000038697	102162	Taf5l	TATA-box binding protein associated factor 5 like	394.20035693609	443.478834630849	474.953742808	426.618526809234	419.328784047572	447.40641306122
ENSMUSG00000038700	15413	Hoxb5	homeobox B5	17.664638636287	38.7882362650888	9.61120558802023	26.5195300448984	16.0331593900542	21.1706504603101
ENSMUSG00000038702	319901	Dsel	dermatan sulfate epimerase-like	312.385188515392	248.244712096569	406.073436093855	221.38042472263	251.597270428543	273.101390938
ENSMUSG00000038705	229004	Gmeb2	glucocorticoid modulatory element binding protein 2	361.660233132403	435.721187377831	437.30985425492	385.109697173741	420.562104000653	402.948047094569
ENSMUSG00000038708	54214	Golga4	golgi autoantigen, golgin subfamily a, 4	34418.1538060709	36868.2185699669	38161.2917872343	34556.100671548	38860.6784016322	38234.9004196687
ENSMUSG00000038712	75007	Mindy1	MINDY lysine 48 deubiquitinase 1	1710.68079425096	2085.51416985294	1768.46182819572	1923.24243977785	1863.54644910553	1938.52589381573
ENSMUSG00000038717	27425	Atp5l	ATP synthase, H+ transporting, mitochondrial F0 complex, subunit G	365.379104424253	305.134125285366	347.605268766732	443.91387249069	313.263268082598	386.717215074998
ENSMUSG00000038718	18516	Pbx3	pre B cell leukemia homeobox 3	103.198678348835	122.829414839448	111.329798061234	115.302304543036	113.465435683461	131.9637212026
ENSMUSG00000038721	15415	Hoxb7	homeobox B7	48.3453267940487	47.8388247269429	32.8382857590691	43.8148757263538	51.799438029406	29.6389106444341
ENSMUSG00000038722	231889	Bud31	BUD31 homolog	1099.85618456461	987.807083550929	1162.95587615045	1219.89838206532	1222.22007350336	971.732856128234
ENSMUSG00000038725	192190	Pkhd1l1	polycystic kidney and hepatic disease 1-like 1	19.524074282212	10.3435296706904	20.8242787740438	14.9892995905947	16.0331593900542	16.9365203682481
ENSMUSG00000038729	677884	Pakap	paralemmin A kinase anchor protein	0	2.58588241767259	0	1.15302304543036	8.63323967156766	0.705688348677003
ENSMUSG00000038732	218121	Mboat1	membrane bound O-acyltransferase domain containing 1	168.278925956208	213.335299457989	205.039052544432	194.860894677731	149.231714322812	160.19125514968
ENSMUSG00000038733	226757	Wdr26	WD repeat domain 26	9943.33211658368	8433.85550523915	9793.01756039361	10274.58835783	10379.6207251305	9684.16120889452
ENSMUSG00000038736	67429	Nudcd1	NudC domain containing 1	435.107941146439	328.407067044419	441.314523249929	451.985033808702	418.095464094491	334.4962772729
ENSMUSG00000038738	243961	Shank1	SH3 and multiple ankyrin repeat domains 1	26.0320990429493	18.1011769237081	32.0373519600674	18.4483687268858	18.4997992962164	26.1104689010491
ENSMUSG00000038740	72543	Mvb12b	multivesicular body subunit 12B	1279.29172439637	1463.60944840269	1420.85655942899	1462.0332216057	1262.91963195504	1673.18707471318
ENSMUSG00000038742	70726	Angptl6	angiopoietin-like 6	66.9396832532983	95.6776494538858	56.065365930118	73.7934749075433	77.6991570441089	98.7963688147805
ENSMUSG00000038751	20459	Ptk6	PTK6 protein tyrosine kinase 6	5.57830693777485	2.58588241767259	0	2.30604609086073	7.39991971848657	0.705688348677003
ENSMUSG00000038759	70699	Nup205	nucleoporin 205	809.784223800316	808.088255522684	923.476670248944	886.674721935949	800.42464954963	744.501207854239
ENSMUSG00000038762	224742	Abcf1	ATP-binding cassette, sub-family F (GCN20), member 1	4382.68981744511	5346.31189853808	4424.35830568531	4607.48008953973	4737.18193978448	4921.47054367342
ENSMUSG00000038763	116904	Alpk3	alpha-kinase 3	26896.7366183044	36237.2632600548	31975.6800575443	25157.8098282451	31415.1258448816	29886.6072548198
ENSMUSG00000038764	545622	Ptpn3	protein tyrosine phosphatase, non-receptor type 3	13379.569190253	12458.7814883465	12029.2247272063	12895.4097400932	13321.0888132289	14824.3951406578
ENSMUSG00000038765	16917	Lmx1b	LIM homeobox transcription factor 1 beta	11.1566138755497	10.3435296706904	8.00933799001686	5.76511522715182	4.93327981232438	10.5853252301551
ENSMUSG00000038766	213054	Gabpb2	GA repeat binding protein, beta 2	1258.83793229119	1036.93884948671	1141.3306635774	1129.96258452176	1169.18731552088	1016.89691044356
ENSMUSG00000038773	277250	Kdm3b	KDM3B lysine (K)-specific demethylase 3B	1799.00398743239	1808.82475116198	1761.25342400471	1956.68010809533	1732.81453407894	1924.41212684219
ENSMUSG00000038774	77987	Ascc3	activating signal cointegrator 1 complex subunit 3	1028.2679121965	831.361197281737	1041.21393870219	945.478897252898	995.289202136443	894.107137773763
ENSMUSG00000038775	22351	Vill	villin-like	8.36746040666228	31.0305890120711	11.2130731860236	9.22418436344291	7.39991971848657	16.9365203682481
ENSMUSG00000038776	13849	Ephx1	epoxide hydrolase 1, microsomal	1356.45830370225	1175.28355883219	1138.9278621804	1211.82722074731	1003.92244180801	1364.80126634132
ENSMUSG00000038777	20360	Sema6c	sema domain, transmembrane domain (TM), and cytoplasmic domain, (semaphorin) 6C	4962.8337389737	6376.7860419806	4598.16094006868	5085.98465339333	4475.71810973129	5061.19683671147
ENSMUSG00000038780	75788	Smurf1	SMAD specific E3 ubiquitin protein ligase 1	1654.89772487321	1647.20710005744	1625.09467817442	1615.38528664794	1426.95118571483	1860.90017546126
ENSMUSG00000038781	106766	Stap2	signal transducing adaptor family member 2	111.566138755497	126.708238465957	137.76061342829	119.914396724758	123.331995308109	136.197851294662
ENSMUSG00000038782	70004	1700028J19Rik	RIKEN cDNA 1700028J19 gene	7.43774258369981	2.58588241767259	1.60186759800337	4.61209218172145	1.23331995308109	2.11706504603101
ENSMUSG00000038784	53621	Cnot4	CCR4-NOT transcription complex, subunit 4	1005.02496662244	1008.49414289231	1054.02887948622	1170.31839111182	1052.02191997817	1014.77984539753
ENSMUSG00000038793	13590	Lefty1	left right determination factor 1	8.36746040666228	11.6364708795267	3.20373519600674	4.61209218172145	3.69995985924328	11.2910135788321
ENSMUSG00000038797	22691	Zscan2	zinc finger and SCAN domain containing 2	79.9557327747729	73.6976489036688	82.4961812971736	84.1706823164165	86.3323967156766	95.2679270713955
ENSMUSG00000038803	67695	Ost4	oligosaccharyltransferase complex subunit 4 (non-catalytic)	436.967376792364	434.428246168995	367.628613741774	462.362241217576	423.028743906815	347.198667549086
ENSMUSG00000038806	208768	Sde2	SDE2 telomere maintenance homolog (S. pombe)	670.326550355945	612.854132988404	740.062830277558	689.507781167357	635.159775836764	758.614974827779
ENSMUSG00000038807	380711	Rap1gap2	RAP1 GTPase activating protein 2	603.386867102647	530.105895622881	704.821743121484	679.130573758484	476.061501889302	558.19948380351
ENSMUSG00000038811	14710	Gngt2	guanine nucleotide binding protein (G protein), gamma transducing activity polypeptide 2	81.8151684206979	169.375298357555	92.1073868851939	99.1599819070113	154.164994135137	98.7963688147805
ENSMUSG00000038812	67674	Trmt112	tRNA methyltransferase 11-2	97.62037141106	126.708238465957	104.922327669221	104.925097134163	119.632035448866	117.84995422906
ENSMUSG00000038816	54366	Ctnnal1	catenin (cadherin associated protein), alpha-like 1	998.516941861699	805.502373105012	1101.28397362732	938.560758980316	867.023927016009	701.454218584941
ENSMUSG00000038822	209462	Hace1	HECT domain and ankyrin repeat containing, E3 ubiquitin protein ligase 1	300.29885681688	196.527063743117	203.437184946428	237.522747358655	218.297631695354	211.706504603101
ENSMUSG00000038827	230234	Abitram	actin binding transcription modulator	144.106262559184	128.001179674793	148.172752815312	136.056719360783	113.465435683461	169.365203682481
ENSMUSG00000038828	68796	Tmem214	transmembrane protein 214	1256.97849664527	1503.69062587661	1180.57641972849	1197.99094420215	1166.72067561472	1284.35279459215
ENSMUSG00000038831	241308	Ralgps1	Ral GEF with PH domain and SH3 binding motif 1	417.443302510152	351.680008803472	322.776320997679	330.917614038514	339.162987097301	383.89446168029
ENSMUSG00000038836	76223	Agbl3	ATP/GTP binding protein-like 3	87.3934753584727	76.2835313213414	81.695247498172	74.9464979529736	96.1989563403254	69.1574581703463
ENSMUSG00000038838	68915	Vars2	valyl-tRNA synthetase 2, mitochondrial	756.790307891455	852.048256623118	553.445255110165	683.742665940205	735.058692036332	810.835912629877
ENSMUSG00000038843	14537	Gcnt1	glucosaminyl (N-acetyl) transferase 1, core 2	52.0641980858986	29.7376478032348	25.6298815680539	14.9892995905947	28.3663589208652	17.6422087169251
ENSMUSG00000038844	16558	Kif16b	kinesin family member 16B	3043.89615237915	2925.92595559654	3373.5331613951	3098.17292307139	3068.50004326576	3263.80861263114
ENSMUSG00000038845	18673	Phb	prohibitin	1248.61103623861	1485.5894489529	1343.16598092583	1352.49603228982	1462.71746435418	1395.14586533444
ENSMUSG00000038848	228994	Ythdf1	YTH N6-methyladenosine RNA binding protein 1	1630.72506147618	1749.34945555551	1765.25809299972	1884.03965623321	1698.28157539267	1817.85318619196
ENSMUSG00000038855	320404	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	2281.52753754992	2743.62124515062	3027.52976022637	2342.9428283145	2903.2351695529	2495.31400092188
ENSMUSG00000038859	66898	Baiap2l1	BAI1-associated protein 2-like 1	61.3613763155234	68.5258840683236	52.8616307341113	68.0283596803914	62.8993176071358	73.3915882624084
ENSMUSG00000038860	99326	Garnl3	GTPase activating RANGAP domain-like 3	54.8533515547861	46.5458835181066	44.8522927440944	28.8255761357591	33.2996387331895	34.5787290851732
ENSMUSG00000038861	107650	Pi4kb	phosphatidylinositol 4-kinase beta	1005.02496662244	1060.21179124576	1102.08490742632	970.845404252366	987.889282417957	1069.82353659434
ENSMUSG00000038866	227449	Zcchc2	zinc finger, CCHC domain containing 2	529.939159088611	566.308249470297	551.843387512162	464.668287308436	506.89450071633	442.466594620481
ENSMUSG00000038871	12183	Bpgm	2,3-bisphosphoglycerate mutase	1326.70733336745	1429.99297697294	1112.49704681334	1507.00112037748	1648.94877726942	1452.30662157727
ENSMUSG00000038872	11906	Zfhx3	zinc finger homeobox 3	698.218085044819	561.136484634952	641.54797300035	629.550582804978	684.492573960007	706.394037025681
ENSMUSG00000038876	68031	Rnf146	ring finger protein 146	1954.26686386712	1820.4612220415	1907.82430922202	2264.53726122523	2051.01108197386	1983.68994813106
ENSMUSG00000038879	223473	Nipal2	NIPA-like domain containing 2	11.1566138755497	5.17176483534518	12.814940784027	3.45906913629109	6.16659976540547	8.46826018412404
ENSMUSG00000038880	79044	Mrps34	mitochondrial ribosomal protein S34	1712.54022989688	2187.65652535101	1689.97031589356	1799.8689739168	1930.14572657191	1908.88698317129
ENSMUSG00000038884	319278	Shfl	shiftless antiviral inhibitor of ribosomal frameshifting	116.214727870309	84.0411785743592	85.6999164931804	66.8753366349611	102.365556105731	83.9769134925634
ENSMUSG00000038886	140481	Man2a2	mannosidase 2, alpha 2	6339.74583478112	7166.77312057958	6455.52641995359	6536.48764454473	6592.09514921845	7113.33855466419
ENSMUSG00000038888	233189	Ctu1	cytosolic thiouridylase subunit 1	100.409524879947	137.051768136647	111.329798061234	100.313004952442	114.698755636542	112.204447439644
ENSMUSG00000038893	215512	Fam117a	family with sequence similarity 117, member A	122.722752631047	159.031768686864	123.34380504626	114.149281497606	112.23211573038	98.7963688147805
ENSMUSG00000038894	384783	Irs2	insulin receptor substrate 2	2075.13018085225	2152.74711271243	3042.7475024074	2272.60842254325	1782.14733220218	3114.90837106029
ENSMUSG00000038895	319601	Zfp653	zinc finger protein 653	119.003881339197	137.051768136647	134.556878232283	137.209742406213	130.731915026596	140.431981386724
ENSMUSG00000038900	269261	Rpl12	ribosomal protein L12	75.3071436599605	74.9905901125051	79.2924461011669	66.8753366349611	69.0659173725413	59.2778212888683
ENSMUSG00000038902	229584	Pogz	pogo transposable element with ZNF domain	953.8904863595	875.321198382171	931.486008238961	1016.96632606958	928.689924670064	918.806229977459
ENSMUSG00000038903	381175	Ccdc68	coiled-coil domain containing 68	17.664638636287	7.75764725301777	14.4168083820303	10.3772074088733	11.0998795777298	18.3478970656021
ENSMUSG00000038909	217127	Kat7	K(lysine) acetyltransferase 7	1161.21756088013	1258.03179619771	1272.68380661368	1223.35745120162	1269.08623172045	1237.07167523079
ENSMUSG00000038910	224860	Plcl2	phospholipase C-like 2	1138.90433312903	1132.61649894059	1299.91555577974	1394.00486192531	1133.42103688153	1482.65122057038
ENSMUSG00000038914	23856	Dido1	death inducer-obliterator 1	1612.13070501693	1401.54827037854	1804.5038491508	1575.02948005788	1690.88165567418	1726.11370086395
ENSMUSG00000038917	665306	3930402G23Rik	RIKEN cDNA 3930402G23 gene	0	7.75764725301777	4.80560279401011	3.45906913629109	6.16659976540547	8.46826018412404
ENSMUSG00000038930	269955	Rccd1	RCC1 domain containing 1	294.720549879105	183.597651654754	226.664265117477	267.501346539844	263.930469959354	244.168168642243
ENSMUSG00000038936	109232	Sccpdh	saccharopine dehydrogenase (putative)	2055.60610657003	1860.54239951543	1802.10104775379	2405.20607276774	1809.28037116997	2009.09472868343
ENSMUSG00000038943	233406	Prc1	protein regulator of cytokinesis 1	52.9939159088611	25.8588241767259	79.2924461011669	43.8148757263538	44.3995183109194	15.5251436708941
ENSMUSG00000038949	226744	Cnst	consortin, connexin sorting protein	2462.8225130276	2831.54124735149	3024.32602503037	3101.63199220768	2535.70582353473	2721.13427249853
ENSMUSG00000038954	109115	Supt3	SPT3, SAGA and STAGA complex component	316.104059807242	298.669419241184	277.123094454583	364.355282355995	339.162987097301	282.275339470801
ENSMUSG00000038957	353190	Edc3	enhancer of mRNA decapping 3	555.041540308598	466.751776389902	497.379889180047	468.127356444728	436.595263390707	548.319846922032
ENSMUSG00000038963	108115	Slco4a1	solute carrier organic anion transporter family, member 4a1	1.85943564592495	6.46470604418147	0.800933799001686	5.76511522715182	3.69995985924328	11.2910135788321
ENSMUSG00000038965	22195	Ube2l3	ubiquitin-conjugating enzyme E2L 3	2756.61334508374	2941.44125010257	2978.67279848727	3144.2938448886	3111.6662416236	3068.33294004761
ENSMUSG00000038967	18604	Pdk2	pyruvate dehydrogenase kinase, isoenzyme 2	14815.0535089071	19413.512250677	14646.6763823438	17075.1182797783	15850.6280369982	19787.5012969032
ENSMUSG00000038970	231876	Lmtk2	lemur tyrosine kinase 2	1359.24745717114	1554.11533302123	1401.63414825295	1408.9941615159	1440.51770519872	1510.17306616879
ENSMUSG00000038975	19352	Rabggtb	Rab geranylgeranyl transferase, b subunit	2222.02559688032	1948.4624017163	2007.94103409723	2227.64052377146	2187.90959676586	2005.56628694004
ENSMUSG00000038976	217124	Ppp1r9b	protein phosphatase 1, regulatory subunit 9B	1635.37365059099	1984.66475556371	1903.01870642801	1510.46018951378	1669.9152164718	1786.0972105015
ENSMUSG00000038982	17828	Bloc1s5	biogenesis of lysosomal organelles complex-1, subunit 5, muted	471.366936241975	430.549422542486	409.277171289861	431.230618990956	450.161782874599	419.17887911414
ENSMUSG00000038984	239364	Tspyl5	testis-specific protein, Y-encoded-like 5	49.2750446170112	41.3741186827614	30.4354843620641	51.8860370443664	29.5996788739463	33.8730407364962
ENSMUSG00000038987	227736	Cfap157	cilia and flagella associated protein 157	3.7188712918499	1.29294120883629	2.40280139700506	1.15302304543036	6.16659976540547	1.41137669735401
ENSMUSG00000038990	252966	Cables2	CDK5 and Abl enzyme substrate 2	389.551767821277	338.750596715109	329.183791389693	374.732489764868	406.995584516761	367.663629660719
ENSMUSG00000038991	105245	Txndc5	thioredoxin domain containing 5	1745.08035370057	1776.50122094107	2049.58959164531	1330.58859442664	1640.31553759786	1632.96283883859
ENSMUSG00000039000	100763	Ube3c	ubiquitin protein ligase E3C	2911.87622151847	2801.80359954825	2880.95887500906	3012.84921770954	3013.00064537711	2896.8506713191
ENSMUSG00000039001	66481	Rps21	ribosomal protein S21	527.150005619724	787.401196181303	265.91002126856	492.340840398765	783.158170206495	383.188773331613
ENSMUSG00000039004	12161	Bmp6	bone morphogenetic protein 6	417.443302510152	788.69413739014	542.232181924141	341.294821447388	566.093858464222	591.366836191329
ENSMUSG00000039005	21898	Tlr4	toll-like receptor 4	714.023288035181	522.348248369863	898.647722479892	582.276637942334	793.024729831144	589.249771145298
ENSMUSG00000039007	54381	Cpq	carboxypeptidase Q	633.137837437446	477.095306060593	575.07046768321	563.828269215448	457.561702593086	491.159090679194
ENSMUSG00000039016	30057	Timm8b	translocase of inner mitochondrial membrane 8B	1477.32162068737	1555.40827423006	1134.12225938639	1455.11508333312	1610.71585872391	1429.01890607093
ENSMUSG00000039018	212508	Mtg1	mitochondrial ribosome-associated GTPase 1	790.260149518104	896.008257723552	682.395596749436	853.237053618469	775.758250488008	793.899392261629
ENSMUSG00000039021	338348	Ttc16	tetratricopeptide repeat domain 16	4.64858911481238	3.87882362650888	2.40280139700506	4.61209218172145	4.93327981232438	2.11706504603101
ENSMUSG00000039031	73910	Arhgap18	Rho GTPase activating protein 18	485.312703586412	473.216482434084	664.775053171399	471.586425581019	561.160578651898	376.131889844843
ENSMUSG00000039033	75812	Tasp1	taspase, threonine aspartase 1	270.54788648208	213.335299457989	242.682941097511	253.66506999468	247.8973105693	238.522661852827
ENSMUSG00000039037	26938	St6galnac5	ST6 (alpha-N-acetyl-neuraminyl-2,3-beta-galactosyl-1,3)-N-acetylgalactosaminide alpha-2,6-sialyltransferase 5	9.29717822962476	38.7882362650888	14.4168083820303	1.15302304543036	13.566519483892	16.9365203682481
ENSMUSG00000039041	56436	Adrm1	adhesion regulating molecule 1	364.449386601291	384.00353902438	321.174453399676	298.632968766464	266.397109865516	393.068410213091
ENSMUSG00000039043	70420	Arpin	actin-related protein 2/3 complex inhibitor	224.991713156919	246.951770887732	251.493212886529	196.013917723162	198.564512446056	249.107987082982
ENSMUSG00000039046	98910	Usp6nl	USP6 N-terminal like	341.206441027229	325.821184626746	360.420209550759	319.387383584211	349.02954672195	350.727109292471
ENSMUSG00000039047	329777	Pigk	phosphatidylinositol glycan anchor biosynthesis, class K	1388.99842750594	1322.67885663953	1390.42107506693	1490.85879774146	1499.71706294661	1440.30991964976
